EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 18-04-2023
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AKUREYRI, ICELAND (STAID: 2943)
Blended and updated with sources:75821 904063 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
  2943, 75821,19500409,   35,    0
  2943, 75821,19500410,   20,    0
  2943, 75821,19500411,    0,    0
  2943, 75821,19500412,    5,    0
  2943, 75821,19500413,   44,    0
  2943, 75821,19500414,   65,    0
  2943, 75821,19500415,   16,    0
  2943, 75821,19500416,   30,    0
  2943, 75821,19500417,   25,    0
  2943, 75821,19500418,   56,    0
  2943, 75821,19500419,   55,    0
  2943, 75821,19500420,   35,    0
  2943, 75821,19500421,   20,    0
  2943, 75821,19500422,   65,    0
  2943, 75821,19500423,   65,    0
  2943, 75821,19500424,   35,    0
  2943, 75821,19500425,   60,    0
  2943, 75821,19500426,   38,    0
  2943, 75821,19500427,  -15,    0
  2943, 75821,19500428,   20,    0
  2943, 75821,19500429,   20,    0
  2943, 75821,19500430,   35,    0
  2943, 75821,19500501,   42,    0
  2943, 75821,19500502,   34,    0
  2943, 75821,19500503,  102,    0
  2943, 75821,19500504,  120,    0
  2943, 75821,19500505,  125,    0
  2943, 75821,19500506,  135,    0
  2943, 75821,19500507,  120,    0
  2943, 75821,19500508,  132,    0
  2943, 75821,19500509,  166,    0
  2943, 75821,19500510,  175,    0
  2943, 75821,19500511,  160,    0
  2943, 75821,19500512,  124,    0
  2943, 75821,19500513,  120,    0
  2943, 75821,19500514,  114,    0
  2943, 75821,19500515,  108,    0
  2943, 75821,19500516,   62,    0
  2943, 75821,19500517,   60,    0
  2943, 75821,19500518,   50,    0
  2943, 75821,19500519,   68,    0
  2943, 75821,19500520,  103,    0
  2943, 75821,19500521,  122,    0
  2943, 75821,19500522,  130,    0
  2943, 75821,19500523,  156,    0
  2943, 75821,19500524,  155,    0
  2943, 75821,19500525,  110,    0
  2943, 75821,19500526,   75,    0
  2943, 75821,19500527,  114,    0
  2943, 75821,19500528,  116,    0
  2943, 75821,19500529,   80,    0
  2943, 75821,19500530,  132,    0
  2943, 75821,19500531,  140,    0
  2943, 75821,19500601,  148,    0
  2943, 75821,19500602,  150,    0
  2943, 75821,19500603,  145,    0
  2943, 75821,19500604,  155,    0
  2943, 75821,19500605,  155,    0
  2943, 75821,19500606,  145,    0
  2943, 75821,19500607,  118,    0
  2943, 75821,19500608,   95,    0
  2943, 75821,19500609,  112,    0
  2943, 75821,19500610,  145,    0
  2943, 75821,19500611,  148,    0
  2943, 75821,19500612,  145,    0
  2943, 75821,19500613,  102,    0
  2943, 75821,19500614,  206,    0
  2943, 75821,19500615,  148,    0
  2943, 75821,19500616,  112,    0
  2943, 75821,19500617,  120,    0
  2943, 75821,19500618,  150,    0
  2943, 75821,19500619,  125,    0
  2943, 75821,19500620,   95,    0
  2943, 75821,19500621,  105,    0
  2943, 75821,19500622,  100,    0
  2943, 75821,19500623,   95,    0
  2943, 75821,19500624,   90,    0
  2943, 75821,19500625,   85,    0
  2943, 75821,19500626,   85,    0
  2943, 75821,19500627,   86,    0
  2943, 75821,19500628,  112,    0
  2943, 75821,19500629,  120,    0
  2943, 75821,19500630,  120,    0
  2943, 75821,19500701,  120,    0
  2943, 75821,19500702,  130,    0
